timestamp,company,application,log_level,endpoint,status_code,response_time_ms,message,user_id
17-08-2025 23:50,HCL,ERP,ERROR,/api/payrolls,503,2685,Service unavailable,emp_3856
17-08-2025 23:51,Wipro,Inventory,ERROR,/api/invoice,503,1749,Service unavailable,emp_2782
17-08-2025 23:52,Accenture,HRMS,ERROR,/api/login,403,872,Forbidden resource access,emp_5432
17-08-2025 23:53,HCL,CRM,ERROR,/api/login,403,2198,Forbidden resource access,emp_7246
17-08-2025 23:54,Tcs,Finance,ERROR,/api/tickets,403,585,Forbidden resource access,emp_3511
17-08-2025 23:55,Infosys,ERP,INFO,/api/orders,200,299,Request Successfull,emp_5194
17-08-2025 23:56,Tcs,ERP,ERROR,/api/tickets,502,2683,Bad gateway,emp_1213
17-08-2025 23:57,Wipro,Finance,ERROR,/api/attendence,404,1112,Resource not found,emp_8617
17-08-2025 23:58,HCL,API-Gateway,ERROR,/api/orders,403,865,Forbidden resource access,emp_2703
17-08-2025 23:59,Infosys,API-Gateway,DEBUG,/api/tickets,200,2444,Request Successfull,emp_8172
18-08-2025 00:00,IBM,API-Gateway,ERROR,/api/login,404,2011,Resource not found,emp_5865
18-08-2025 00:01,Infosys,ERP,WARN,/api/invoice,200,2824,Request Successfull,emp_8142
18-08-2025 00:02,IBM,API-Gateway,ERROR,/api/logout,403,2953,Forbidden resource access,emp_2406
18-08-2025 00:03,HCL,API-Gateway,WARN,/api/invoice,200,2766,Request Successfull,emp_5705
18-08-2025 00:04,HCL,HRMS,ERROR,/api/orders,401,2990,Unauthorized access attempt,emp_2352
18-08-2025 00:05,Accenture,HRMS,ERROR,/api/orders,404,2194,Resource not found,emp_6686
18-08-2025 00:06,HCL,HRMS,INFO,/api/invoice,200,2459,Request Successfull,emp_2606
18-08-2025 00:07,Wipro,CRM,WARN,/api/tickets,200,1474,Request Successfull,emp_8165
18-08-2025 00:08,Tcs,ERP,ERROR,/api/logout,401,1149,Unauthorized access attempt,emp_2750
18-08-2025 00:09,Infosys,Finance,INFO,/api/orders,200,2871,Request Successfull,emp_7082
18-08-2025 00:10,Accenture,ERP,ERROR,/api/attendence,403,2509,Forbidden resource access,emp_8589
18-08-2025 00:11,Wipro,Ticketing,ERROR,/api/payrolls,500,2725,Internal server error,emp_1775
18-08-2025 00:12,Cognizant,HRMS,ERROR,/api/payrolls,403,893,Forbidden resource access,emp_1797
18-08-2025 00:13,HCL,CRM,ERROR,/api/employees,400,2473,Bad request - Invalid Input,emp_5041
18-08-2025 00:14,Cognizant,Finance,ERROR,/api/logout,403,218,Forbidden resource access,emp_5502
18-08-2025 00:15,HCL,Ticketing,ERROR,/api/invoice,401,93,Unauthorized access attempt,emp_8606
18-08-2025 00:16,IBM,HRMS,ERROR,/api/tickets,400,601,Bad request - Invalid Input,emp_6673
18-08-2025 00:17,Tech Mahindra,HRMS,DEBUG,/api/attendence,200,257,Request Successfull,emp_9813
18-08-2025 00:18,Accenture,ERP,ERROR,/api/employees,404,772,Resource not found,emp_6262
18-08-2025 00:19,IBM,HRMS,INFO,/api/employees,200,1514,Request Successfull,emp_6369
18-08-2025 00:20,Wipro,Ticketing,ERROR,/api/login,404,1613,Resource not found,emp_5104
18-08-2025 00:21,Accenture,CRM,WARN,/api/attendence,200,1834,Request Successfull,emp_4650
18-08-2025 00:22,Wipro,Ticketing,ERROR,/api/logout,404,782,Resource not found,emp_1078
18-08-2025 00:23,Accenture,API-Gateway,ERROR,/api/invoice,502,2904,Bad gateway,emp_3935
18-08-2025 00:24,HCL,ERP,WARN,/api/employees,200,1234,Request Successfull,emp_5736
18-08-2025 00:25,Accenture,HRMS,INFO,/api/invoice,200,573,Request Successfull,emp_1601
18-08-2025 00:26,Tech Mahindra,Inventory,ERROR,/api/orders,500,2282,Internal server error,emp_5036
18-08-2025 00:27,Wipro,ERP,ERROR,/api/employees,403,1082,Forbidden resource access,emp_6492
18-08-2025 00:28,HCL,CRM,ERROR,/api/attendence,403,1916,Forbidden resource access,emp_1872
18-08-2025 00:29,Tcs,HRMS,ERROR,/api/login,503,2181,Service unavailable,emp_4406
18-08-2025 00:30,Tcs,API-Gateway,WARN,/api/login,200,1148,Request Successfull,emp_5309
18-08-2025 00:31,Accenture,Inventory,ERROR,/api/payrolls,403,1794,Forbidden resource access,emp_6579
18-08-2025 00:32,Wipro,Ticketing,ERROR,/api/invoice,404,797,Resource not found,emp_8681
18-08-2025 00:33,HCL,Finance,ERROR,/api/tickets,500,1175,Internal server error,emp_6638
18-08-2025 00:34,Cognizant,CRM,DEBUG,/api/tickets,200,1778,Request Successfull,emp_2152
18-08-2025 00:35,IBM,HRMS,ERROR,/api/employees,401,1629,Unauthorized access attempt,emp_7300
18-08-2025 00:36,Tech Mahindra,Finance,ERROR,/api/invoice,500,258,Internal server error,emp_7858
18-08-2025 00:37,HCL,Ticketing,ERROR,/api/login,401,1904,Unauthorized access attempt,emp_4052
18-08-2025 00:38,Tech Mahindra,CRM,ERROR,/api/payrolls,401,926,Unauthorized access attempt,emp_9402
18-08-2025 00:39,Cognizant,HRMS,ERROR,/api/login,401,2490,Unauthorized access attempt,emp_1334
18-08-2025 00:40,HCL,Inventory,ERROR,/api/invoice,400,402,Bad request - Invalid Input,emp_7667
18-08-2025 00:41,Wipro,Finance,DEBUG,/api/tickets,200,656,Request Successfull,emp_5799
18-08-2025 00:42,Tcs,ERP,ERROR,/api/payrolls,404,1918,Resource not found,emp_5925
18-08-2025 00:43,Cognizant,Ticketing,INFO,/api/login,200,334,Request Successfull,emp_2469
18-08-2025 00:44,Cognizant,HRMS,ERROR,/api/invoice,404,2711,Resource not found,emp_9405
18-08-2025 00:45,HCL,CRM,DEBUG,/api/tickets,200,2001,Request Successfull,emp_4471
18-08-2025 00:46,HCL,API-Gateway,ERROR,/api/logout,503,1435,Service unavailable,emp_8190
18-08-2025 00:47,Tech Mahindra,Inventory,ERROR,/api/employees,403,1959,Forbidden resource access,emp_2738
18-08-2025 00:48,Infosys,Ticketing,ERROR,/api/login,403,1892,Forbidden resource access,emp_3682
18-08-2025 00:49,HCL,ERP,ERROR,/api/logout,404,611,Resource not found,emp_5765
18-08-2025 00:50,Tech Mahindra,Ticketing,DEBUG,/api/employees,200,2191,Request Successfull,emp_5153
18-08-2025 00:51,Tech Mahindra,HRMS,ERROR,/api/payrolls,401,1968,Unauthorized access attempt,emp_4458
18-08-2025 00:52,Wipro,Inventory,ERROR,/api/login,503,2794,Service unavailable,emp_5131
18-08-2025 00:53,Tcs,Inventory,ERROR,/api/tickets,500,2853,Internal server error,emp_9436
18-08-2025 00:54,Tech Mahindra,API-Gateway,DEBUG,/api/attendence,200,952,Request Successfull,emp_8890
18-08-2025 00:55,HCL,Inventory,ERROR,/api/employees,500,2489,Internal server error,emp_8729
18-08-2025 00:56,Infosys,API-Gateway,INFO,/api/payrolls,200,1506,Request Successfull,emp_2173
18-08-2025 00:57,IBM,Finance,ERROR,/api/tickets,500,374,Internal server error,emp_7582
18-08-2025 00:58,IBM,Finance,DEBUG,/api/employees,200,1142,Request Successfull,emp_4548
18-08-2025 00:59,Infosys,Finance,ERROR,/api/attendence,404,807,Resource not found,emp_8976
18-08-2025 01:00,IBM,CRM,ERROR,/api/attendence,401,1187,Unauthorized access attempt,emp_3807
18-08-2025 01:01,IBM,Inventory,ERROR,/api/orders,400,2785,Bad request - Invalid Input,emp_3784
18-08-2025 01:02,Cognizant,Ticketing,ERROR,/api/logout,401,2349,Unauthorized access attempt,emp_2057
18-08-2025 01:03,IBM,Ticketing,ERROR,/api/employees,404,1285,Resource not found,emp_6640
18-08-2025 01:04,Tech Mahindra,Finance,ERROR,/api/employees,503,2522,Service unavailable,emp_1028
18-08-2025 01:05,Wipro,Finance,ERROR,/api/payrolls,500,343,Internal server error,emp_5838
18-08-2025 01:06,HCL,API-Gateway,DEBUG,/api/payrolls,200,1220,Request Successfull,emp_5330
18-08-2025 01:07,Cognizant,Ticketing,ERROR,/api/orders,403,2015,Forbidden resource access,emp_9689
18-08-2025 01:08,Wipro,Inventory,DEBUG,/api/tickets,200,1740,Request Successfull,emp_2275
18-08-2025 01:09,Accenture,Finance,INFO,/api/invoice,200,642,Request Successfull,emp_5628
18-08-2025 01:10,Tcs,CRM,ERROR,/api/login,500,1943,Internal server error,emp_3752
18-08-2025 01:11,Cognizant,Inventory,ERROR,/api/logout,500,2375,Internal server error,emp_6834
18-08-2025 01:12,IBM,ERP,ERROR,/api/payrolls,500,1440,Internal server error,emp_6151
18-08-2025 01:13,HCL,Finance,INFO,/api/invoice,200,70,Request Successfull,emp_7822
18-08-2025 01:14,IBM,HRMS,ERROR,/api/login,401,905,Unauthorized access attempt,emp_8007
18-08-2025 01:15,Tcs,API-Gateway,ERROR,/api/attendence,404,1493,Resource not found,emp_8011
18-08-2025 01:16,Tech Mahindra,HRMS,INFO,/api/login,200,937,Request Successfull,emp_6679
18-08-2025 01:17,Tcs,ERP,ERROR,/api/invoice,503,810,Service unavailable,emp_5301
18-08-2025 01:18,Cognizant,HRMS,ERROR,/api/payrolls,500,1102,Internal server error,emp_9678
18-08-2025 01:19,HCL,Finance,WARN,/api/employees,200,2547,Request Successfull,emp_7331
18-08-2025 01:20,IBM,API-Gateway,INFO,/api/tickets,200,613,Request Successfull,emp_4788
18-08-2025 01:21,HCL,API-Gateway,INFO,/api/login,200,2727,Request Successfull,emp_8740
18-08-2025 01:22,Tech Mahindra,Finance,ERROR,/api/employees,500,1589,Internal server error,emp_6335
18-08-2025 01:23,Cognizant,CRM,ERROR,/api/login,403,2392,Forbidden resource access,emp_1790
18-08-2025 01:24,Infosys,API-Gateway,WARN,/api/attendence,200,872,Request Successfull,emp_4179
18-08-2025 01:25,HCL,Ticketing,INFO,/api/tickets,200,1778,Request Successfull,emp_3797
18-08-2025 01:26,Tcs,HRMS,ERROR,/api/orders,503,1566,Service unavailable,emp_3985
18-08-2025 01:27,Cognizant,Inventory,WARN,/api/invoice,200,2945,Request Successfull,emp_1546
18-08-2025 01:28,Wipro,API-Gateway,ERROR,/api/tickets,500,436,Internal server error,emp_3888
18-08-2025 01:29,Tech Mahindra,Ticketing,ERROR,/api/orders,500,2383,Internal server error,emp_7480
18-08-2025 01:30,Infosys,CRM,ERROR,/api/attendence,400,516,Bad request - Invalid Input,emp_1892
18-08-2025 01:31,Accenture,Ticketing,ERROR,/api/employees,500,1022,Internal server error,emp_8235
18-08-2025 01:32,Cognizant,CRM,INFO,/api/attendence,200,974,Request Successfull,emp_1810
18-08-2025 01:33,Accenture,API-Gateway,ERROR,/api/tickets,400,1388,Bad request - Invalid Input,emp_1249
18-08-2025 01:34,HCL,API-Gateway,ERROR,/api/invoice,401,2543,Unauthorized access attempt,emp_6744
18-08-2025 01:35,IBM,ERP,WARN,/api/orders,200,80,Request Successfull,emp_3030
18-08-2025 01:36,IBM,Inventory,WARN,/api/employees,200,2679,Request Successfull,emp_9978
18-08-2025 01:37,Cognizant,Inventory,INFO,/api/invoice,200,1345,Request Successfull,emp_4615
18-08-2025 01:38,Infosys,ERP,ERROR,/api/tickets,503,1274,Service unavailable,emp_7282
18-08-2025 01:39,HCL,Inventory,ERROR,/api/payrolls,403,1507,Forbidden resource access,emp_8017
18-08-2025 01:40,Tcs,Finance,ERROR,/api/invoice,400,678,Bad request - Invalid Input,emp_9968
18-08-2025 01:41,HCL,Finance,ERROR,/api/logout,503,583,Service unavailable,emp_3052
18-08-2025 01:42,Wipro,HRMS,INFO,/api/payrolls,200,95,Request Successfull,emp_8155
18-08-2025 01:43,HCL,Finance,WARN,/api/logout,200,2440,Request Successfull,emp_2040
18-08-2025 01:44,IBM,Finance,INFO,/api/invoice,200,2657,Request Successfull,emp_2596
18-08-2025 01:45,Tech Mahindra,Ticketing,WARN,/api/tickets,200,1975,Request Successfull,emp_3345
18-08-2025 01:46,Accenture,CRM,WARN,/api/tickets,200,1864,Request Successfull,emp_2101
18-08-2025 01:47,Wipro,ERP,ERROR,/api/employees,404,2639,Resource not found,emp_5971
18-08-2025 01:48,IBM,Inventory,INFO,/api/attendence,200,2065,Request Successfull,emp_7790
18-08-2025 01:49,Infosys,Inventory,ERROR,/api/orders,502,2474,Bad gateway,emp_4124
18-08-2025 01:50,Cognizant,Inventory,ERROR,/api/invoice,400,154,Bad request - Invalid Input,emp_9791
18-08-2025 01:51,Tech Mahindra,ERP,WARN,/api/logout,200,2258,Request Successfull,emp_9934
18-08-2025 01:52,HCL,API-Gateway,ERROR,/api/employees,400,356,Bad request - Invalid Input,emp_8196
18-08-2025 01:53,HCL,Finance,ERROR,/api/invoice,502,1848,Bad gateway,emp_2370
18-08-2025 01:54,Infosys,ERP,ERROR,/api/logout,401,2249,Unauthorized access attempt,emp_4348
18-08-2025 01:55,Tcs,ERP,ERROR,/api/invoice,503,993,Service unavailable,emp_6661
18-08-2025 01:56,IBM,API-Gateway,WARN,/api/payrolls,200,2419,Request Successfull,emp_5230
18-08-2025 01:57,IBM,Finance,ERROR,/api/invoice,400,2871,Bad request - Invalid Input,emp_4128
18-08-2025 01:58,Infosys,Ticketing,ERROR,/api/login,400,2043,Bad request - Invalid Input,emp_1787
18-08-2025 01:59,Tcs,Finance,INFO,/api/tickets,200,1088,Request Successfull,emp_6511
18-08-2025 02:00,Tech Mahindra,CRM,ERROR,/api/orders,502,938,Bad gateway,emp_3385
18-08-2025 02:01,IBM,API-Gateway,INFO,/api/attendence,200,642,Request Successfull,emp_1602
18-08-2025 02:02,Wipro,Ticketing,ERROR,/api/tickets,503,237,Service unavailable,emp_9530
18-08-2025 02:03,IBM,HRMS,ERROR,/api/login,401,130,Unauthorized access attempt,emp_4072
18-08-2025 02:04,Cognizant,API-Gateway,ERROR,/api/invoice,400,1026,Bad request - Invalid Input,emp_3139
18-08-2025 02:05,Tcs,Ticketing,ERROR,/api/attendence,502,518,Bad gateway,emp_9176
18-08-2025 02:06,Tcs,CRM,INFO,/api/tickets,200,1512,Request Successfull,emp_2650
18-08-2025 02:07,Infosys,Finance,ERROR,/api/orders,403,402,Forbidden resource access,emp_9710
18-08-2025 02:08,IBM,Inventory,ERROR,/api/login,403,1767,Forbidden resource access,emp_9263
18-08-2025 02:09,Infosys,Inventory,WARN,/api/logout,200,1493,Request Successfull,emp_5197
18-08-2025 02:10,Accenture,Inventory,ERROR,/api/invoice,401,1844,Unauthorized access attempt,emp_2308
18-08-2025 02:11,Wipro,API-Gateway,ERROR,/api/invoice,503,1179,Service unavailable,emp_8171
18-08-2025 02:12,Accenture,CRM,ERROR,/api/logout,500,1572,Internal server error,emp_2964
18-08-2025 02:13,Cognizant,Inventory,ERROR,/api/invoice,502,1154,Bad gateway,emp_7131
18-08-2025 02:14,IBM,Ticketing,WARN,/api/logout,200,1881,Request Successfull,emp_9021
18-08-2025 02:15,Wipro,Finance,WARN,/api/payrolls,200,1118,Request Successfull,emp_8929
18-08-2025 02:16,Wipro,API-Gateway,ERROR,/api/logout,500,566,Internal server error,emp_2662
18-08-2025 02:17,Tcs,Finance,DEBUG,/api/login,200,1385,Request Successfull,emp_1395
18-08-2025 02:18,IBM,HRMS,ERROR,/api/invoice,404,1234,Resource not found,emp_7955
18-08-2025 02:19,HCL,Inventory,WARN,/api/employees,200,129,Request Successfull,emp_6665
18-08-2025 02:20,IBM,CRM,DEBUG,/api/invoice,200,2318,Request Successfull,emp_8443
18-08-2025 02:21,HCL,HRMS,ERROR,/api/attendence,500,684,Internal server error,emp_6733
18-08-2025 02:22,HCL,API-Gateway,ERROR,/api/employees,500,2019,Internal server error,emp_5818
18-08-2025 02:23,Cognizant,CRM,ERROR,/api/attendence,503,231,Service unavailable,emp_2618
18-08-2025 02:24,HCL,HRMS,WARN,/api/login,200,1945,Request Successfull,emp_6341
18-08-2025 02:25,Cognizant,Inventory,ERROR,/api/login,503,1545,Service unavailable,emp_4881
18-08-2025 02:26,Accenture,CRM,DEBUG,/api/orders,200,780,Request Successfull,emp_8597
18-08-2025 02:27,Tech Mahindra,Finance,WARN,/api/employees,200,90,Request Successfull,emp_4064
18-08-2025 02:28,Infosys,Finance,INFO,/api/orders,200,1247,Request Successfull,emp_2849
18-08-2025 02:29,Accenture,API-Gateway,DEBUG,/api/employees,200,2113,Request Successfull,emp_9553
18-08-2025 02:30,Wipro,CRM,ERROR,/api/payrolls,403,1564,Forbidden resource access,emp_9244
18-08-2025 02:31,Infosys,HRMS,ERROR,/api/employees,502,261,Bad gateway,emp_8589
18-08-2025 02:32,IBM,CRM,DEBUG,/api/attendence,200,654,Request Successfull,emp_2929
18-08-2025 02:33,Wipro,Inventory,ERROR,/api/orders,502,2498,Bad gateway,emp_4393
18-08-2025 02:34,HCL,ERP,WARN,/api/employees,200,682,Request Successfull,emp_9150
18-08-2025 02:35,HCL,HRMS,INFO,/api/payrolls,200,1756,Request Successfull,emp_8432
18-08-2025 02:36,Infosys,CRM,WARN,/api/tickets,200,2689,Request Successfull,emp_5365
18-08-2025 02:37,Tech Mahindra,CRM,WARN,/api/invoice,200,2181,Request Successfull,emp_7675
18-08-2025 02:38,IBM,Inventory,DEBUG,/api/logout,200,2375,Request Successfull,emp_6058
18-08-2025 02:39,IBM,Ticketing,ERROR,/api/attendence,404,725,Resource not found,emp_5264
18-08-2025 02:40,IBM,Inventory,ERROR,/api/payrolls,400,1741,Bad request - Invalid Input,emp_6949
18-08-2025 02:41,HCL,Finance,DEBUG,/api/invoice,200,2462,Request Successfull,emp_1469
18-08-2025 02:42,Infosys,ERP,INFO,/api/payrolls,200,1157,Request Successfull,emp_3075
18-08-2025 02:43,Accenture,Finance,ERROR,/api/orders,500,2286,Internal server error,emp_6643
18-08-2025 02:44,Tcs,Ticketing,INFO,/api/attendence,200,2334,Request Successfull,emp_7851
18-08-2025 02:45,Cognizant,CRM,ERROR,/api/orders,401,2483,Unauthorized access attempt,emp_6578
18-08-2025 02:46,Infosys,CRM,WARN,/api/employees,200,2465,Request Successfull,emp_8005
18-08-2025 02:47,HCL,ERP,WARN,/api/employees,200,1225,Request Successfull,emp_5446
18-08-2025 02:48,IBM,Inventory,ERROR,/api/tickets,500,1610,Internal server error,emp_1297
18-08-2025 02:49,Cognizant,ERP,ERROR,/api/orders,404,2672,Resource not found,emp_2933
18-08-2025 02:50,IBM,HRMS,ERROR,/api/logout,401,390,Unauthorized access attempt,emp_2093
18-08-2025 02:51,Accenture,Inventory,ERROR,/api/login,502,561,Bad gateway,emp_3157
18-08-2025 02:52,HCL,Finance,WARN,/api/tickets,200,2980,Request Successfull,emp_2430
18-08-2025 02:53,Cognizant,CRM,ERROR,/api/login,503,1234,Service unavailable,emp_5547
18-08-2025 02:54,Cognizant,Ticketing,DEBUG,/api/tickets,200,413,Request Successfull,emp_1916
18-08-2025 02:55,HCL,HRMS,INFO,/api/attendence,200,177,Request Successfull,emp_6402
18-08-2025 02:56,Wipro,Finance,DEBUG,/api/attendence,200,2708,Request Successfull,emp_9326
18-08-2025 02:57,Tcs,ERP,ERROR,/api/logout,401,2544,Unauthorized access attempt,emp_7543
18-08-2025 02:58,Tech Mahindra,API-Gateway,ERROR,/api/login,400,2275,Bad request - Invalid Input,emp_9147
18-08-2025 02:59,Accenture,API-Gateway,ERROR,/api/login,401,939,Unauthorized access attempt,emp_4003
18-08-2025 03:00,Accenture,Finance,ERROR,/api/logout,502,1325,Bad gateway,emp_8736
18-08-2025 03:01,HCL,CRM,ERROR,/api/login,503,2392,Service unavailable,emp_8208
18-08-2025 03:02,Tcs,API-Gateway,ERROR,/api/orders,502,1751,Bad gateway,emp_9211
18-08-2025 03:03,HCL,API-Gateway,ERROR,/api/login,401,2345,Unauthorized access attempt,emp_4062
18-08-2025 03:04,Accenture,HRMS,ERROR,/api/payrolls,403,1818,Forbidden resource access,emp_5836
18-08-2025 03:05,IBM,CRM,ERROR,/api/invoice,401,1835,Unauthorized access attempt,emp_2386
18-08-2025 03:06,HCL,HRMS,ERROR,/api/orders,502,1376,Bad gateway,emp_5399
18-08-2025 03:07,Wipro,Inventory,ERROR,/api/invoice,503,2456,Service unavailable,emp_1314
18-08-2025 03:08,Infosys,ERP,ERROR,/api/attendence,500,2928,Internal server error,emp_6259
18-08-2025 03:09,Tech Mahindra,Finance,ERROR,/api/login,403,509,Forbidden resource access,emp_5595
18-08-2025 03:10,Wipro,API-Gateway,ERROR,/api/attendence,500,1728,Internal server error,emp_5916
18-08-2025 03:11,Tcs,Inventory,ERROR,/api/employees,503,2749,Service unavailable,emp_4508
18-08-2025 03:12,IBM,Ticketing,ERROR,/api/invoice,502,435,Bad gateway,emp_8733
18-08-2025 03:13,IBM,Inventory,INFO,/api/tickets,200,2786,Request Successfull,emp_1184
18-08-2025 03:14,Wipro,CRM,INFO,/api/tickets,200,2463,Request Successfull,emp_3437
18-08-2025 03:15,HCL,CRM,ERROR,/api/tickets,403,616,Forbidden resource access,emp_3014
18-08-2025 03:16,Tcs,Finance,ERROR,/api/logout,403,115,Forbidden resource access,emp_6393
18-08-2025 03:17,Infosys,Inventory,DEBUG,/api/attendence,200,1122,Request Successfull,emp_5261
18-08-2025 03:18,Cognizant,ERP,ERROR,/api/invoice,502,2087,Bad gateway,emp_8331
18-08-2025 03:19,Wipro,Inventory,ERROR,/api/orders,502,106,Bad gateway,emp_7693
18-08-2025 03:20,Infosys,Ticketing,ERROR,/api/login,403,2726,Forbidden resource access,emp_7872
18-08-2025 03:21,Cognizant,API-Gateway,ERROR,/api/login,500,920,Internal server error,emp_9451
18-08-2025 03:22,Tech Mahindra,Ticketing,ERROR,/api/login,502,2187,Bad gateway,emp_8520
18-08-2025 03:23,Accenture,HRMS,ERROR,/api/payrolls,503,913,Service unavailable,emp_8146
18-08-2025 03:24,Tcs,Inventory,INFO,/api/orders,200,1038,Request Successfull,emp_2140
18-08-2025 03:25,Infosys,API-Gateway,WARN,/api/invoice,200,2719,Request Successfull,emp_9933
18-08-2025 03:26,IBM,API-Gateway,DEBUG,/api/tickets,200,1835,Request Successfull,emp_1409
18-08-2025 03:27,Tcs,Inventory,ERROR,/api/orders,502,2719,Bad gateway,emp_7456
18-08-2025 03:28,HCL,API-Gateway,DEBUG,/api/payrolls,200,2628,Request Successfull,emp_2210
18-08-2025 03:29,HCL,Finance,INFO,/api/orders,200,1496,Request Successfull,emp_1471
18-08-2025 03:30,HCL,ERP,ERROR,/api/invoice,503,1909,Service unavailable,emp_7553
18-08-2025 03:31,Cognizant,ERP,ERROR,/api/employees,403,2549,Forbidden resource access,emp_6007
18-08-2025 03:32,Accenture,Finance,ERROR,/api/employees,503,776,Service unavailable,emp_9613
18-08-2025 03:33,HCL,ERP,DEBUG,/api/payrolls,200,1365,Request Successfull,emp_9461
18-08-2025 03:34,Accenture,API-Gateway,ERROR,/api/attendence,400,2435,Bad request - Invalid Input,emp_1971
18-08-2025 03:35,Accenture,API-Gateway,WARN,/api/logout,200,2317,Request Successfull,emp_7668
18-08-2025 03:36,Accenture,Inventory,ERROR,/api/logout,404,1031,Resource not found,emp_7098
18-08-2025 03:37,HCL,ERP,ERROR,/api/tickets,404,1557,Resource not found,emp_9455
18-08-2025 03:38,Accenture,Ticketing,WARN,/api/orders,200,1800,Request Successfull,emp_1320
18-08-2025 03:39,Cognizant,Ticketing,ERROR,/api/login,503,635,Service unavailable,emp_6448
18-08-2025 03:40,Tech Mahindra,CRM,DEBUG,/api/invoice,200,1858,Request Successfull,emp_2608
